1	14,709.64
2	14,879.55
3	15,012.80
4	14,970.68
5	14,980.74
6	14,728.88
7	14,630.01
8	14,553.04
9	14,705.43
10	14,612.59
11	14,522.96
12	14,739.36
13	14,734.13
14	14,528.55
15	14,433.32
16	14,170.03
17	14,234.40
18	14,442.94
19	14,271.63
20	14,285.13
21	14,328.43
22	14,173.10
23	14,085.02
24	14,137.69
25	14,224.12
26	14,199.13
27	14,301.05
28	14,373.34
29	14,752.21
30	14,802.96
31	14,751.44
32	14,731.64
33	14,824.13
34	14,927.01
35	14,932.93
36	15,493.82
37	15,265.20
38	15,420.13
39	15,595.16
40	15,602.66
41	15,392.82
42	15,400.91
43	15,618.17
44	15,598.71
45	15,586.65
46	15,544.28
47	15,654.48
48	15,432.89
49	15,550.50
50	15,479.70
