1	0.684910548
2	1.418254202
3	2.447538772
4	3.729215776
5	4.538438825
6	5.967501182
7	6.130749395
8	7.292495555
9	8.367642393
10	9.011087631
11	10.83221573
12	11.65414502
13	12.2620357
14	13.19635581
15	14.29808908
16	15.34331832
17	16.7336793
18	17.53879915
19	18.33633647
20	19.35502311
21	20.3139081
22	21.55523514
23	22.38434938
24	23.06939674
25	24.05880203
26	25.16456105
27	26.60432859
28	27.03296528
29	28.73915212
30	29.65488778
31	30.3998795
32	31.34427771
33	32.5833516
34	33.24931546
35	34.92862602
36	35.65053727
37	36.36262751
38	37.33873657
39	38.28426762
40	39.01605268
41	40.0597451
42	41.8441676
43	42.40953326
44	43.26774998
45	44.83397292
46	45.21148595
47	46.83431019
48	47.15859017
49	48.18404791
50	49.68158834
