1	13,300.48
2	13,576.52
3	13,801.43
4	13,892.05
5	13,702.28
6	13,106.03
7	13,081.24
8	12,810.73
9	13,128.12
10	12,966.05
11	13,124.68
12	12,976.76
13	12,946.10
14	12,819.20
15	12,856.98
16	12,666.12
17	12,729.05
18	12,926.37
19	12,788.42
20	12,949.75
21	13,037.21
22	13,100.17
23	12,986.60
24	13,026.71
25	13,223.73
26	13,347.76
27	13,638.81
28	13,503.76
29	14,007.56
30	14,174.90
31	14,546.31
32	14,537.35
33	14,535.23
34	14,504.99
35	14,449.39
36	14,542.20
37	14,608.54
38	14,784.00
39	14,778.51
40	14,556.87
41	14,709.64
42	14,879.55
43	15,012.80
44	14,970.68
45	14,980.74
46	14,728.88
47	14,630.01
48	14,553.04
49	14,705.43
50	14,612.59
51	14,522.96
52	14,739.36
53	14,734.13
54	14,528.55
55	14,433.32
56	14,170.03
57	14,234.40
58	14,442.94
59	14,271.63
60	14,285.13
61	14,328.43
62	14,173.10
63	14,085.02
64	14,137.69
65	14,224.12
66	14,199.13
67	14,301.05
68	14,373.34
69	14,752.21
70	14,802.96
71	14,751.44
72	14,731.64
73	14,824.13
74	14,927.01
75	14,932.93
76	15,493.82
77	15,265.20
78	15,420.13
79	15,595.16
80	15,602.66
81	15,392.82
82	15,400.91
83	15,618.17
84	15,598.71
85	15,586.65
86	15,544.28
87	15,654.48
88	15,432.89
89	15,550.50
90	15,479.70
91	15,551.23
92	15,563.00
93	15,418.77
94	15,615.41
95	15,503.79
96	15,598.49
97	15,598.72
98	15,608.42
99	15,763.51
100	15,857.89
101	15,818.20
102	15,770.66
103	15,526.20
